,device,gpa,semester,degree,age,sex,stress,coping_1,coping_2,coping_3,coping_4,coping_5,coping_6,coping_7,source_1,source_2,source_3,source_4,source_5,source_6,source_7,source_8,week_1,week_2,week_3,week_4,week_5,week_6,yesterday_1,yesterday_2,yesterday_3,yesterday_4,yesterday_5,yesterday_6,yesterday_typical,enough_1,enough_2,enough_3,enough_4,enough_5,enough_6,survey_time,cast
936,pc/laptop,,8.0,3.0,21.0,2.0,5.0,3.0,3.0,2.0,3.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,35.0,4.0,10.0,2.0,6.0,50.0,5.0,0.0,0.0,0.5,3.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,8.0,study
937,pc/laptop,,2.0,4.0,21.0,2.0,4.0,3.0,3.0,1.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,14.0,14.0,4.0,4.0,6.0,50.0,6.0,2.0,0.0,1.0,0.0,8.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,4.0,study
938,mobile,,1.0,3.0,19.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,28.0,14.0,10.0,2.0,10.0,50.0,4.0,3.0,0.0,0.0,2.0,8.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,10.0,study
939,pc/laptop,2.0,2.0,1.0,20.0,1.0,5.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,10.5,21.0,5.0,10.5,14.0,50.0,1.5,9.0,0.0,0.5,1.0,8.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,10.0,study
940,tablet,,10.0,3.0,24.0,1.0,5.0,4.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,15.0,10.0,8.0,9.0,10.0,50.0,3.0,1.0,3.0,1.5,3.0,7.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,10.0,study
941,pc/laptop,1.100000023841858,6.0,1.0,22.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,4.0,3.0,20.0,15.0,0.0,4.0,20.0,50.0,2.0,2.0,0.0,2.0,3.5,7.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,8.0,study
942,mobile,1.899999976158142,6.0,1.0,21.0,2.0,6.0,4.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,40.0,0.0,10.0,2.0,20.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,5.0,study
943,no answer,2.700000047683716,4.0,1.0,20.0,1.0,5.0,3.0,1.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,4.0,1.0,2.0,25.0,25.0,1.0,7.0,60.0,50.0,5.0,0.0,0.0,0.0,9.0,10.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,35.0,study
944,pc/laptop,1.600000023841858,12.0,2.0,27.0,1.0,6.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,0.0,50.0,10.0,2.0,2.0,50.0,0.0,8.0,3.0,0.5,0.0,7.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,7.0,study
945,pc/laptop,,4.0,4.0,21.0,2.0,5.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,3.0,16.0,34.0,0.0,6.0,10.0,50.0,6.0,6.0,0.0,1.0,2.0,8.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,15.0,study
946,pc/laptop,,12.0,3.0,25.0,2.0,5.0,3.0,4.0,1.0,3.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,40.0,5.0,0.0,4.0,8.0,50.0,8.0,0.0,0.0,0.0,0.0,5.5,2.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,study
947,mobile,,4.0,3.0,20.0,1.0,5.0,3.0,2.0,2.0,4.0,1.0,2.0,2.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,20.0,10.0,0.0,4.0,35.0,50.0,5.0,2.0,0.0,1.0,5.0,8.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,6.0,study
948,tablet,,5.0,3.0,21.0,2.0,6.0,3.0,4.0,2.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,4.0,4.0,2.0,4.0,25.0,20.0,0.0,4.0,4.0,50.0,0.0,5.0,0.0,1.0,2.0,8.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,study
949,no answer,,4.0,3.0,24.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,35.0,15.0,0.0,12.0,10.0,50.0,0.0,2.0,0.0,2.0,5.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,20.0,study
950,pc/laptop,1.7999999523162842,8.0,2.0,25.0,2.0,7.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,3.0,50.0,15.0,20.0,15.0,18.0,50.0,10.0,1.0,2.0,2.0,2.0,7.0,4.0,3.0,2.0,3.0,2.0,2.0,1.0,5.0,study
951,pc/laptop,2.700000047683716,6.0,1.0,23.0,2.0,6.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,8.0,20.0,12.0,4.0,24.0,50.0,0.0,3.0,6.0,1.0,6.0,7.5,3.0,2.0,1.0,2.0,1.0,3.0,2.0,10.0,study
952,pc/laptop,3.0,4.0,1.0,25.0,1.0,5.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,3.0,3.0,22.5,25.0,12.0,4.0,12.0,50.0,0.0,8.0,0.0,2.0,4.0,8.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,12.0,study
953,pc/laptop,,1.0,3.0,19.0,2.0,5.0,3.0,4.0,2.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,21.0,10.0,0.0,3.0,8.0,50.0,4.0,2.0,0.0,0.5,0.0,5.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,study
954,pc/laptop,,12.0,3.0,24.0,2.0,4.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,3.0,2.0,12.0,25.0,7.0,4.0,25.0,50.0,3.0,4.0,0.0,1.0,2.0,8.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,10.0,study
955,pc/laptop,1.899999976158142,6.0,1.0,26.0,1.0,6.0,2.0,4.0,,4.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,3.0,4.0,4.0,0.0,35.0,0.0,13.0,15.0,50.0,0.0,5.5,0.0,2.0,3.0,6.5,3.0,2.0,1.0,1.0,1.0,2.0,1.0,10.0,study
956,pc/laptop,,,1.0,23.0,1.0,3.0,2.0,3.0,1.0,3.0,1.0,3.0,3.0,2.0,4.0,1.0,3.0,1.0,3.0,4.0,1.0,15.0,5.0,0.0,5.0,15.0,50.0,0.0,2.0,0.0,2.0,6.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,study
957,mobile,,2.0,3.0,20.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,20.0,25.0,0.0,2.0,6.0,50.0,4.0,4.0,0.0,0.0,0.0,8.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,8.0,study
958,pc/laptop,,4.0,4.0,28.0,1.0,5.0,1.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,32.0,30.0,0.0,5.0,8.0,50.0,0.0,7.0,0.0,1.0,3.0,8.0,2.0,,3.0,1.0,2.0,1.0,2.0,8.0,study
959,pc/laptop,,4.0,1.0,20.0,2.0,5.0,3.0,4.0,1.0,3.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,4.0,8.0,14.0,10.0,15.0,50.0,0.0,2.0,0.0,3.0,7.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,6.0,work
960,mobile,2.0,4.0,1.0,20.0,2.0,4.0,,,,,,,,2.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,13.0,2.0,0.0,3.0,6.0,50.0,3.5,1.0,0.0,0.5,1.5,7.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,10.0,study
961,pc/laptop,1.399999976158142,6.0,1.0,42.0,1.0,5.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,3.0,14.0,40.0,0.0,8.0,5.0,50.0,0.0,10.0,0.0,1.0,0.0,7.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,10.0,study
962,pc/laptop,,11.0,2.0,25.0,2.0,5.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,3.0,3.0,3.0,4.0,30.0,18.0,10.0,10.0,50.0,0.0,2.0,6.0,1.0,1.0,7.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,7.0,study
963,mobile,,2.0,6.0,20.0,2.0,4.0,2.0,4.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,20.0,20.0,20.0,8.0,50.0,50.0,5.0,2.5,0.0,1.0,5.5,10.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,10.0,study
964,pc/laptop,,6.0,3.0,21.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,40.0,15.0,0.0,5.0,15.0,50.0,8.0,3.0,0.0,1.0,0.0,7.0,4.0,3.0,1.0,2.0,2.0,1.0,2.0,5.0,study
965,tablet,2.0,4.0,1.0,21.0,2.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,14.0,8.0,3.0,2.0,20.0,50.0,3.0,5.0,1.0,0.0,2.0,7.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,5.0,study
966,pc/laptop,1.7999999523162842,8.0,2.0,24.0,2.0,5.0,4.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,2.0,15.0,25.0,9.0,3.0,10.0,50.0,2.0,4.0,1.0,0.0,6.0,8.0,2.0,2.0,1.0,2.0,2.0,3.0,1.0,10.0,study
967,no answer,,6.0,3.0,21.0,2.0,7.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,25.0,15.0,10.0,1.0,8.0,50.0,0.0,2.0,0.0,0.0,3.0,8.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,10.0,study
968,pc/laptop,,2.0,3.0,19.0,1.0,6.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,24.0,8.0,0.0,6.0,5.0,50.0,10.0,0.0,0.0,1.0,0.0,7.5,3.0,2.0,1.0,2.0,2.0,1.0,2.0,8.0,study
969,pc/laptop,4.0,4.0,1.0,21.0,1.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,24.0,8.0,2.0,14.0,70.0,50.0,4.0,2.0,0.0,6.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,study
970,pc/laptop,1.0800000429153442,2.0,1.0,20.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,3.0,25.0,20.0,12.0,5.0,10.0,50.0,10.0,1.0,0.0,0.0,1.0,9.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,study
971,pc/laptop,,10.0,3.0,23.0,2.0,3.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,25.0,14.0,8.0,14.0,14.0,50.0,1.5,0.0,0.0,2.0,6.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,10.0,study
972,pc/laptop,,10.0,3.0,31.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,4.0,15.0,25.0,0.0,7.0,30.0,50.0,3.0,0.0,0.0,1.0,4.0,8.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,5.0,study
973,pc/laptop,,8.0,3.0,23.0,1.0,7.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,4.0,2.0,2.0,43.0,15.0,4.0,2.0,4.0,50.0,0.0,4.0,2.0,0.0,2.0,7.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,5.0,study
974,mobile,2.5999999046325684,4.0,1.0,21.0,2.0,6.0,2.0,2.0,1.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,20.0,20.0,20.0,2.0,4.0,50.0,7.0,3.0,0.0,0.0,1.0,6.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,10.0,study
975,pc/laptop,2.0,14.0,2.0,27.0,2.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,6.0,12.0,25.0,2.0,6.0,50.0,0.0,0.0,3.0,1.0,7.0,9.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,12.0,work
976,pc/laptop,1.5,6.0,1.0,22.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,24.0,0.0,5.0,30.0,50.0,2.0,5.0,0.0,0.0,5.0,7.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,7.0,study
977,pc/laptop,2.299999952316284,6.0,1.0,23.0,2.0,5.0,4.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,5.0,30.0,0.0,2.0,10.0,50.0,0.0,8.0,0.0,0.5,3.0,6.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,10.0,study
978,mobile,,5.0,3.0,21.0,2.0,3.0,4.0,4.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,2.0,3.0,1.0,3.0,1.0,1.0,20.0,7.0,6.0,0.5,14.0,50.0,5.0,0.0,0.0,0.0,4.0,6.5,3.0,3.0,2.0,2.0,2.0,2.0,2.0,13.0,study
979,pc/laptop,,8.0,2.0,23.0,2.0,4.0,3.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,10.5,1.0,8.0,1.0,15.0,50.0,0.0,3.0,3.0,0.0,2.0,8.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,12.0,study
980,pc/laptop,1.899999976158142,7.0,1.0,23.0,2.0,7.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,40.0,0.0,7.0,10.0,50.0,0.0,8.0,0.0,2.0,3.0,7.0,3.0,2.0,3.0,1.0,2.0,1.0,2.0,7.0,study
981,pc/laptop,2.700000047683716,3.0,1.0,21.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,10.0,2.0,3.0,30.0,50.0,0.0,0.0,0.0,1.0,10.0,8.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,8.0,study
982,pc/laptop,1.7999999523162842,4.0,1.0,21.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,3.0,4.0,2.0,15.0,10.0,0.0,10.0,30.0,50.0,3.0,3.0,0.0,4.0,3.0,9.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,study
983,pc/laptop,2.700000047683716,8.0,1.0,24.0,2.0,6.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,3.0,15.0,15.0,40.0,4.0,3.0,50.0,0.0,0.0,8.0,1.0,0.0,7.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,10.0,work
984,pc/laptop,,2.0,1.0,19.0,2.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,11.0,4.0,25.0,3.0,20.0,50.0,3.0,1.5,0.0,0.0,0.0,8.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,9.0,work
985,pc/laptop,,4.0,3.0,20.0,2.0,5.0,4.0,3.0,1.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,22.5,15.0,0.0,4.0,18.0,50.0,0.0,0.0,0.0,2.0,10.0,8.0,1.0,2.0,3.0,,2.0,1.0,2.0,10.0,study
986,mobile,,8.0,3.0,23.0,2.0,6.0,4.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,20.0,20.0,8.0,5.0,15.0,50.0,3.0,5.0,0.0,1.0,4.0,8.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,7.0,study
987,pc/laptop,1.3600000143051147,2.0,1.0,20.0,2.0,5.0,1.0,3.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,26.0,2.0,15.0,3.0,9.0,50.0,0.0,0.0,0.0,2.0,8.0,8.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,5.0,study
988,pc/laptop,,9.0,3.0,24.0,1.0,5.0,4.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,12.0,5.0,30.0,3.0,30.0,50.0,7.0,2.0,0.0,1.0,7.0,7.0,2.0,1.0,,3.0,2.0,1.0,2.0,13.0,work
989,mobile,,2.0,3.0,25.0,2.0,5.0,3.0,1.0,3.0,4.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,11.0,5.0,0.0,10.0,10.0,50.0,2.0,2.0,0.0,1.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,15.0,study
990,pc/laptop,2.5999999046325684,6.0,1.0,23.0,2.0,5.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,3.0,4.0,1.0,2.0,3.0,4.0,3.0,11.0,20.0,18.0,5.0,10.0,50.0,6.0,1.0,8.0,0.0,0.0,6.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,15.0,study
991,pc/laptop,1.600000023841858,2.0,1.0,23.0,1.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,2.0,12.0,5.0,8.0,3.0,20.0,50.0,3.0,1.0,2.5,0.5,8.0,8.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,10.0,study
992,mobile,,2.0,3.0,19.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,4.0,1.0,1.0,15.0,15.0,8.0,2.0,5.0,50.0,1.0,4.0,0.0,0.0,4.0,8.0,3.0,2.0,3.0,2.0,1.0,1.0,3.0,3.0,study
993,pc/laptop,1.7000000476837158,11.0,2.0,25.0,2.0,3.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,2.0,15.0,5.0,20.0,10.0,20.0,50.0,0.0,1.0,8.0,1.0,5.0,6.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,10.0,complex
994,pc/laptop,,2.0,1.0,21.0,1.0,4.0,4.0,2.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,15.0,3.0,0.0,5.0,6.5,50.0,0.0,0.0,0.0,0.0,8.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,15.0,study
995,pc/laptop,1.2000000476837158,4.0,2.0,25.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,9.0,9.0,0.0,5.0,16.0,50.0,0.0,2.0,0.0,0.0,8.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,15.0,study
996,pc/laptop,,2.0,3.0,19.0,1.0,4.0,3.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0,25.0,15.0,0.0,3.0,25.0,50.0,8.0,4.0,0.0,1.0,2.0,7.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,study
997,pc/laptop,1.7000000476837158,6.0,1.0,22.0,2.0,4.0,4.0,3.0,1.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,2.0,10.0,30.0,10.0,3.0,30.0,50.0,0.0,5.0,5.0,0.5,2.0,7.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,10.0,study
998,pc/laptop,2.0,8.0,2.0,22.0,2.0,7.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,4.0,3.0,2.0,12.0,12.0,18.0,2.0,14.0,50.0,0.0,3.0,0.0,1.0,2.0,7.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,15.0,study
999,tablet,2.5,2.0,1.0,20.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,18.0,5.0,0.0,3.0,10.0,50.0,5.0,2.0,0.0,1.0,2.0,8.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,study
1000,pc/laptop,,6.0,3.0,22.0,2.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,4.0,6.5,12.0,0.0,3.5,30.0,50.0,0.0,5.0,0.0,4.0,4.0,7.5,2.0,2.0,1.0,1.0,2.0,3.0,3.0,8.0,study
1001,pc/laptop,,2.0,3.0,18.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,21.0,15.0,0.0,3.0,8.0,50.0,5.0,2.0,0.0,1.0,4.0,7.0,3.0,3.0,2.0,,2.0,1.0,1.0,7.0,study
1002,mobile,2.700000047683716,14.0,1.0,29.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,2.0,2.0,3.0,18.0,10.0,5.0,3.0,2.0,50.0,1.5,2.0,2.0,0.25,0.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,study
1003,pc/laptop,2.700000047683716,8.0,1.0,24.0,2.0,5.0,3.0,2.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,3.0,4.0,1.0,20.0,20.0,10.0,15.0,20.0,50.0,0.0,2.0,8.0,2.0,4.0,8.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,15.0,study
1004,pc/laptop,,5.0,3.0,22.0,1.0,3.0,4.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,16.5,35.0,0.0,7.0,7.0,50.0,0.0,6.0,0.0,3.0,2.0,6.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,study
1005,pc/laptop,,10.0,4.0,25.0,2.0,5.0,3.0,3.0,1.0,4.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,15.0,7.0,2.0,5.0,5.0,50.0,3.0,3.0,0.0,2.0,2.0,7.0,2.0,1.0,3.0,1.0,2.0,1.0,3.0,15.0,study
1006,pc/laptop,,4.0,6.0,20.0,2.0,5.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,29.0,8.0,5.0,1.5,18.0,50.0,4.0,1.0,2.0,0.0,4.0,7.0,2.0,3.0,2.0,2.0,2.0,3.0,1.0,15.0,study
1007,pc/laptop,1.2999999523162842,4.0,1.0,32.0,1.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,6.0,45.0,10.0,6.0,4.0,50.0,0.0,8.0,0.0,1.0,2.0,8.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,20.0,study
1008,mobile,3.0,2.0,1.0,19.0,2.0,6.0,3.0,2.0,1.0,4.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,15.0,40.0,5.0,2.0,10.0,50.0,0.0,3.0,0.0,0.5,8.0,8.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,10.0,study
1009,mobile,,11.0,3.0,27.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,10.0,3.0,0.0,4.0,10.0,50.0,0.0,0.0,0.0,2.0,4.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,10.0,study
1010,tablet,,1.0,3.0,25.0,2.0,5.0,3.0,4.0,1.0,4.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,2.0,3.0,3.0,3.0,35.0,10.0,0.0,5.0,5.0,50.0,5.0,0.0,0.0,2.0,1.0,6.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0,10.0,study
1011,pc/laptop,1.399999976158142,12.0,2.0,28.0,1.0,5.0,4.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,2.0,4.0,15.0,15.0,6.0,6.0,20.0,50.0,0.0,4.0,2.0,3.0,7.0,8.0,3.0,2.0,1.0,1.0,2.0,3.0,2.0,5.0,study
1012,pc/laptop,,6.0,3.0,22.0,2.0,7.0,4.0,1.0,,3.0,1.0,3.0,2.0,4.0,3.0,3.0,2.0,1.0,3.0,2.0,4.0,17.0,10.0,10.0,7.0,15.0,50.0,8.0,3.0,0.0,1.0,5.0,6.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,10.0,study
1013,mobile,,6.0,3.0,21.0,2.0,5.0,3.0,3.0,1.0,3.0,4.0,4.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,2.0,3.0,25.0,3.0,0.0,7.0,25.0,50.0,5.0,0.0,0.0,0.0,5.0,7.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,6.0,study
1014,pc/laptop,2.9000000953674316,12.0,1.0,23.0,1.0,7.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,0.0,10.0,25.0,1.0,15.0,50.0,0.0,0.0,8.0,0.0,5.0,10.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,work
